Date,Open,High,Low,Close,Adj Close,Volume
2019-02-12,258.500000,258.500000,258.500000,258.500000,258.500000,0
2019-02-13,259.540009,259.540009,259.540009,259.540009,259.540009,0
2019-02-14,259.350006,259.350006,259.350006,259.350006,259.350006,0
2019-02-15,261.529999,261.529999,261.529999,261.529999,261.529999,0
2019-02-18,262.239990,262.239990,262.239990,262.239990,262.239990,0
2019-02-19,262.399994,262.399994,262.399994,262.399994,262.399994,0
2019-02-20,263.850006,263.850006,263.850006,263.850006,263.850006,0
2019-02-21,263.690002,263.690002,263.690002,263.690002,263.690002,0
2019-02-22,263.559998,263.559998,263.559998,263.559998,263.559998,0
2019-02-25,264.130005,264.130005,264.130005,264.130005,264.130005,0
2019-02-26,264.170013,264.170013,264.170013,264.170013,264.170013,0
2019-02-27,264.089996,264.089996,264.089996,264.089996,264.089996,0
2019-02-28,264.480011,264.480011,264.480011,264.480011,264.480011,0
2019-03-01,265.429993,265.429993,265.429993,265.429993,265.429993,0
2019-03-04,265.820007,265.820007,265.820007,265.820007,265.820007,0
2019-03-05,265.570007,265.570007,265.570007,265.570007,265.570007,0
2019-03-06,265.260010,265.260010,265.260010,265.260010,265.260010,0
2019-03-07,264.359985,264.359985,264.359985,264.359985,264.359985,0
2019-03-08,263.269989,263.269989,263.269989,263.269989,263.269989,0
2019-03-11,264.230011,264.230011,264.230011,264.230011,264.230011,0
2019-03-12,264.239990,264.239990,264.239990,264.239990,264.239990,0
2019-03-13,265.019989,265.019989,265.019989,265.019989,265.019989,0
2019-03-14,265.929993,265.929993,265.929993,265.929993,265.929993,0
2019-03-15,266.950012,266.950012,266.950012,266.950012,266.950012,0
2019-03-18,267.450012,267.450012,267.450012,267.450012,267.450012,0
2019-03-19,268.010010,268.010010,268.010010,268.010010,268.010010,0
2019-03-20,266.660004,266.660004,266.660004,266.660004,266.660004,0
2019-03-21,266.630005,266.630005,266.630005,266.630005,266.630005,0
2019-03-22,264.459991,264.459991,264.459991,264.459991,264.459991,0
2019-03-25,263.549988,263.549988,263.549988,263.549988,263.549988,0
2019-03-26,264.570007,264.570007,264.570007,264.570007,264.570007,0
2019-03-27,264.899994,264.899994,264.899994,264.899994,264.899994,0
2019-03-28,264.549988,264.549988,264.549988,264.549988,264.549988,0
2019-03-29,265.519989,265.519989,265.519989,265.519989,265.519989,0
2019-04-01,267.369995,267.369995,267.369995,267.369995,267.369995,0
2019-04-02,267.829987,267.829987,267.829987,267.829987,267.829987,0
2019-04-03,269.100006,269.100006,269.100006,269.100006,269.100006,0
2019-04-04,269.089996,269.089996,269.089996,269.089996,269.089996,0
2019-04-05,269.269989,269.269989,269.269989,269.269989,269.269989,0
2019-04-08,269.049988,269.049988,269.049988,269.049988,269.049988,0
2019-04-09,268.470001,268.470001,268.470001,268.470001,268.470001,0
2019-04-10,268.839996,268.839996,268.839996,268.839996,268.839996,0
2019-04-11,269.309998,269.309998,269.309998,269.309998,269.309998,0
2019-04-12,269.890015,269.890015,269.890015,269.890015,269.890015,0
2019-04-15,270.470001,270.470001,270.470001,270.470001,270.470001,0
2019-04-16,271.079987,271.079987,271.079987,271.079987,271.079987,0
2019-04-17,271.459991,271.459991,271.459991,271.459991,271.459991,0
2019-04-18,271.739990,271.739990,271.739990,271.739990,271.739990,0
2019-04-23,271.459991,271.459991,271.459991,271.459991,271.459991,0
2019-04-24,270.829987,270.829987,270.829987,270.829987,270.829987,0
2019-04-25,270.549988,270.549988,270.549988,270.549988,270.549988,0
2019-04-26,270.869995,270.869995,270.869995,270.869995,270.869995,0
2019-04-29,271.660004,271.660004,271.660004,271.660004,271.660004,0
2019-04-30,271.260010,271.260010,271.260010,271.260010,271.260010,0
2019-05-02,270.739990,270.739990,270.739990,270.739990,270.739990,0
2019-05-03,270.809998,270.809998,270.809998,270.809998,270.809998,0
2019-05-06,269.390015,269.390015,269.390015,269.390015,269.390015,0
2019-05-07,267.769989,267.769989,267.769989,267.769989,267.769989,0
2019-05-08,null,null,null,null,null,null
2019-05-09,265.540009,265.540009,265.540009,265.540009,265.540009,0
2019-05-10,265.679993,265.679993,265.679993,265.679993,265.679993,0
2019-05-13,263.790009,263.790009,263.790009,263.790009,263.790009,0
2019-05-14,265.149994,265.149994,265.149994,265.149994,265.149994,0
2019-05-15,265.019989,265.019989,265.019989,265.019989,265.019989,0
2019-05-16,266.359985,266.359985,266.359985,266.359985,266.359985,0
2019-05-17,265.510010,265.510010,265.510010,265.510010,265.510010,0
2019-05-20,264.679993,264.679993,264.679993,264.679993,264.679993,0
2019-05-21,265.489990,265.489990,265.489990,265.489990,265.489990,0
2019-05-22,265.200012,265.200012,265.200012,265.200012,265.200012,0
2019-05-23,263.399994,263.399994,263.399994,263.399994,263.399994,0
2019-05-24,263.880005,263.880005,263.880005,263.880005,263.880005,0
2019-05-27,264.299988,264.299988,264.299988,264.299988,264.299988,0
2019-05-28,264.179993,264.179993,264.179993,264.179993,264.179993,0
2019-05-29,262.700012,262.700012,262.700012,262.700012,262.700012,0
2019-05-30,null,null,null,null,null,null
2019-05-31,261.779999,261.779999,261.779999,261.779999,261.779999,0
2019-06-03,262.089996,262.089996,262.089996,262.089996,262.089996,0
2019-06-04,263.220001,263.220001,263.220001,263.220001,263.220001,0
2019-06-05,263.480011,263.480011,263.480011,263.480011,263.480011,0
2019-06-06,263.119995,263.119995,263.119995,263.119995,263.119995,0
2019-06-07,264.070007,264.070007,264.070007,264.070007,264.070007,0
2019-06-10,null,null,null,null,null,null
2019-06-11,265.739990,265.739990,265.739990,265.739990,265.739990,0
2019-06-12,264.959991,264.959991,264.959991,264.959991,264.959991,0
2019-06-13,265.600006,265.600006,265.600006,265.600006,265.600006,0
2019-06-14,265.179993,265.179993,265.179993,265.179993,265.179993,0
2019-06-17,265.010010,265.010010,265.010010,265.010010,265.010010,0
2019-06-18,267.299988,267.299988,267.299988,267.299988,267.299988,0
2019-06-19,268.019989,268.019989,268.019989,268.019989,268.019989,0
2019-06-20,268.190002,268.190002,268.190002,268.190002,268.190002,0
2019-06-21,268.089996,268.089996,268.089996,268.089996,268.089996,0
2019-06-24,267.570007,267.570007,267.570007,267.570007,267.570007,0
2019-06-25,267.299988,267.299988,267.299988,267.299988,267.299988,0
2019-06-26,267.500000,267.500000,267.500000,267.500000,267.500000,0
2019-06-27,267.859985,267.859985,267.859985,267.859985,267.859985,0
2019-06-28,null,null,null,null,null,null
2019-07-01,269.559998,269.559998,269.559998,269.559998,269.559998,0
2019-07-02,269.250000,269.250000,269.250000,269.250000,269.250000,0
2019-07-03,270.350006,270.350006,270.350006,270.350006,270.350006,0
2019-07-04,270.950012,270.950012,270.950012,270.950012,270.950012,0
2019-07-05,270.619995,270.619995,270.619995,270.619995,270.619995,0
2019-07-08,270.290009,270.290009,270.290009,270.290009,270.290009,0
2019-07-09,269.410004,269.410004,269.410004,269.410004,269.410004,0
2019-07-10,269.380005,269.380005,269.380005,269.380005,269.380005,0
2019-07-11,269.059998,269.059998,269.059998,269.059998,269.059998,0
2019-07-12,269.269989,269.269989,269.269989,269.269989,269.269989,0
2019-07-15,269.380005,269.380005,269.380005,269.380005,269.380005,0
2019-07-16,269.799988,269.799988,269.799988,269.799988,269.799988,0
2019-07-17,268.649994,268.649994,268.649994,268.649994,268.649994,0
2019-07-18,268.239990,268.239990,268.239990,268.239990,268.239990,0
2019-07-19,268.609985,268.609985,268.609985,268.609985,268.609985,0
2019-07-22,268.959991,268.959991,268.959991,268.959991,268.959991,0
2019-07-23,270.290009,270.290009,270.290009,270.290009,270.290009,0
2019-07-24,270.730011,270.730011,270.730011,270.730011,270.730011,0
2019-07-25,270.709991,270.709991,270.709991,270.709991,270.709991,0
2019-07-26,271.420013,271.420013,271.420013,271.420013,271.420013,0
2019-07-29,271.399994,271.399994,271.399994,271.399994,271.399994,0
2019-07-30,269.679993,269.679993,269.679993,269.679993,269.679993,0
2019-07-31,null,null,null,null,null,null
2019-08-01,269.529999,269.529999,269.529999,269.529999,269.529999,0
2019-08-02,266.910004,266.910004,266.910004,266.910004,266.910004,0
2019-08-05,264.339996,264.339996,264.339996,264.339996,264.339996,0
2019-08-06,263.980011,263.980011,263.980011,263.980011,263.980011,0
2019-08-07,263.970001,263.970001,263.970001,263.970001,263.970001,0
2019-08-08,266.019989,266.019989,266.019989,266.019989,266.019989,0
2019-08-09,264.380005,264.380005,264.380005,264.380005,264.380005,0
2019-08-12,263.670013,263.670013,263.670013,263.670013,263.670013,0
2019-08-13,264.779999,264.779999,264.779999,264.779999,264.779999,0
2019-08-14,262.420013,262.420013,262.420013,262.420013,262.420013,0
2019-08-15,null,null,null,null,null,null
2019-08-16,263.410004,263.410004,263.410004,263.410004,263.410004,0
2019-08-19,264.899994,264.899994,264.899994,264.899994,264.899994,0
2019-08-20,263.850006,263.850006,263.850006,263.850006,263.850006,0
2019-08-21,265.230011,265.230011,265.230011,265.230011,265.230011,0
2019-08-22,265.390015,265.390015,265.390015,265.390015,265.390015,0
2019-08-23,263.950012,263.950012,263.950012,263.950012,263.950012,0
2019-08-26,264.410004,264.410004,264.410004,264.410004,264.410004,0
2019-08-27,264.989990,264.989990,264.989990,264.989990,264.989990,0
2019-08-28,264.670013,264.670013,264.670013,264.670013,264.670013,0
2019-08-29,266.440002,266.440002,266.440002,266.440002,266.440002,0
2019-08-30,null,null,null,null,null,null
2019-09-02,267.480011,267.480011,267.480011,267.480011,267.480011,0
2019-09-03,267.100006,267.100006,267.100006,267.100006,267.100006,0
2019-09-04,268.209991,268.209991,268.209991,268.209991,268.209991,0
2019-09-05,269.519989,269.519989,269.519989,269.519989,269.519989,0
2019-09-06,269.570007,269.570007,269.570007,269.570007,269.570007,0
2019-09-09,null,null,null,null,null,null
2019-09-10,271.609985,271.609985,271.609985,271.609985,271.609985,0
2019-09-11,271.950012,271.950012,271.950012,271.950012,271.950012,0
2019-09-12,271.670013,271.670013,271.670013,271.670013,271.670013,0
2019-09-13,272.399994,272.399994,272.399994,272.399994,272.399994,0
2019-09-16,272.450012,272.450012,272.450012,272.450012,272.450012,0
2019-09-17,271.720001,271.720001,271.720001,271.720001,271.720001,0
2019-09-18,271.350006,271.350006,271.350006,271.350006,271.350006,0
2019-09-19,272.589996,272.589996,272.589996,272.589996,272.589996,0
2019-09-20,273.130005,273.130005,273.130005,273.130005,273.130005,0
2019-09-23,272.070007,272.070007,272.070007,272.070007,272.070007,0
2019-09-24,271.519989,271.519989,271.519989,271.519989,271.519989,0
2019-09-25,271.730011,271.730011,271.730011,271.730011,271.730011,0
2019-09-26,272.290009,272.290009,272.290009,272.290009,272.290009,0
2019-09-27,273.290009,273.290009,273.290009,273.290009,273.290009,0
2019-09-30,null,null,null,null,null,null
2019-10-01,272.309998,272.309998,272.309998,272.309998,272.309998,0
2019-10-02,268.829987,268.829987,268.829987,268.829987,268.829987,0
2019-10-03,268.529999,268.529999,268.529999,268.529999,268.529999,0
2019-10-04,269.609985,269.609985,269.609985,269.609985,269.609985,0
2019-10-07,270.149994,270.149994,270.149994,270.149994,270.149994,0
2019-10-08,268.579987,268.579987,268.579987,268.579987,268.579987,0
2019-10-09,269.149994,269.149994,269.149994,269.149994,269.149994,0
2019-10-10,270.630005,270.630005,270.630005,270.630005,270.630005,0
2019-10-11,273.190002,273.190002,273.190002,273.190002,273.190002,0
2019-10-14,272.739990,272.739990,272.739990,272.739990,272.739990,0
2019-10-15,273.809998,273.809998,273.809998,273.809998,273.809998,0
2019-10-16,274.100006,274.100006,274.100006,274.100006,274.100006,0
2019-10-17,273.809998,273.809998,273.809998,273.809998,273.809998,0
2019-10-18,273.450012,273.450012,273.450012,273.450012,273.450012,0
2019-10-21,274.510010,274.510010,274.510010,274.510010,274.510010,0
2019-10-22,274.510010,274.510010,274.510010,274.510010,274.510010,0
2019-10-23,274.549988,274.549988,274.549988,274.549988,274.549988,0
2019-10-24,274.980011,274.980011,274.980011,274.980011,274.980011,0
2019-10-25,275.049988,275.049988,275.049988,275.049988,275.049988,0
2019-10-28,275.260010,275.260010,275.260010,275.260010,275.260010,0
2019-10-29,275.440002,275.440002,275.440002,275.440002,275.440002,0
2019-10-30,274.720001,274.720001,274.720001,274.720001,274.720001,0
2019-10-31,273.839996,273.839996,273.839996,273.839996,273.839996,0
2019-11-01,null,null,null,null,null,null
2019-11-04,275.809998,275.809998,275.809998,275.809998,275.809998,0
2019-11-05,276.209991,276.209991,276.209991,276.209991,276.209991,0
2019-11-06,276.600006,276.600006,276.600006,276.600006,276.600006,0
2019-11-07,277.700012,277.700012,277.700012,277.700012,277.700012,0
2019-11-08,277.359985,277.359985,277.359985,277.359985,277.359985,0
2019-11-11,null,null,null,null,null,null
2019-11-12,278.230011,278.230011,278.230011,278.230011,278.230011,0
2019-11-13,277.630005,277.630005,277.630005,277.630005,277.630005,0
2019-11-14,277.299988,277.299988,277.299988,277.299988,277.299988,0
2019-11-15,277.820007,277.820007,277.820007,277.820007,277.820007,0
2019-11-18,277.440002,277.440002,277.440002,277.440002,277.440002,0
2019-11-19,277.089996,277.089996,277.089996,277.089996,277.089996,0
2019-11-20,276.989990,276.989990,276.989990,276.989990,276.989990,0
2019-11-21,277.010010,277.010010,277.010010,277.010010,277.010010,0
2019-11-22,277.640015,277.640015,277.640015,277.640015,277.640015,0
2019-11-25,278.260010,278.260010,278.260010,278.260010,278.260010,0
2019-11-26,278.130005,278.130005,278.130005,278.130005,278.130005,0
2019-11-27,278.410004,278.410004,278.410004,278.410004,278.410004,0
2019-11-28,278.239990,278.239990,278.239990,278.239990,278.239990,0
2019-11-29,null,null,null,null,null,null
2019-12-02,276.049988,276.049988,276.049988,276.049988,276.049988,0
2019-12-03,275.049988,275.049988,275.049988,275.049988,275.049988,0
2019-12-04,276.359985,276.359985,276.359985,276.359985,276.359985,0
2019-12-05,276.600006,276.600006,276.600006,276.600006,276.600006,0
2019-12-06,277.959991,277.959991,277.959991,277.959991,277.959991,0
2019-12-09,277.820007,277.820007,277.820007,277.820007,277.820007,0
2019-12-10,277.619995,277.619995,277.619995,277.619995,277.619995,0
2019-12-11,278.200012,278.200012,278.200012,278.200012,278.200012,0
2019-12-12,278.529999,278.529999,278.529999,278.529999,278.529999,0
